depth_nm,total_p_cm3,active_p_cm3,inactive_p_cm3
1.183403686523440001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.189470947265630002e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.195538208007809999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.201605346679690001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.207672485351559999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.213739746093750000e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.219806884765630002e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.225874267578130002e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.231941284179690001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.238008544921880002e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.244075805664059999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.250142944335940001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.256210083007809999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.262277343750000000e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.268344482421880002e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.274411743164059999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.280478881835940001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.286546020507809999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.292613281250000000e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.298680541992190001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.304747680664059999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.310814941406250000e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.316882080078130002e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.322949340820309999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.329016479492190001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.335083618164059999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.341150878906250000e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.347218139648440001e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
1.353645629882809999e+03,4.172608438272002441e+12,4.172608438272002441e+12,0.000000000000000000e+00
